Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-3793.795	-3938.38	144.5843	0.180816	0.0346606	0.099809	0.0420554	0.066863	0.0468223	0.0165133	0.0175862	0.0202021	0.103676	0.0574563	0.119485	0.0239569	0.0278026	0.165861	0.0642975	0.119415	0.10324	0.172485	0.0685624	0.0637818	0.10773	0.0481157	0.00497338	0.00315611	0.0761592	0.0742013	0.0829741	0.0454985	0.0285176	0.0511256	0.0366111	0.0709022	0.0455588	0.0583657	0.0278231	0.0884042	0.253993	0.0160821	0.00430251	0.0103731	0.0273193	0.0351872	0.0161673	0.007335	0.0138375	0.00414095	0.131275	0.0443487	0.049298	0.0351634	0.0349433	0.113519	0.153295	0.0444481	0.0310037	0.039047	0.075121	0.0300376	0.00840383	0.122008	0.0451868	0.0997624	0.0240227	0.0439006	0.324249	0.146759	0.00401836	0.0202521	0.0685342	0.318477	0.00791591	0.0178578	0.0748604	0.0507058	0.0235206	0.0695214	0.0285579	0.00374185	0.0202718	0.0220488	0.0988815	0.0555578	0.00889786	0.107274	0.0802953	0.00526466	0.0567846	0.00596296	0.799599	1.11366	1.127663	0.8723368	0.263704	0.522008	0.816433	1.22484	1.91568	3.79213	0.9637982	0.7735792	0.4072192	0.0322932	0.00619029	0.0178256	0.00751097	0.0119415	0.00836233	0.00294923	0.00314084	0.00360803	0.0185162	0.0102615	0.0213396	0.00427863	0.00496546	0.0296222	0.0114833	0.0213272	0.0184384	0.0308052	0.012245	0.0113912	0.0192403	0.00859332	0.000888231	0.000563672	0.0136018	0.0132521	0.0148189	0.0081259	0.00509316	0.00913088	0.00653864	0.0126629	0.00813667	0.010424	0.00496912	0.0157887	0.0453624	0.00287222	0.000768416	0.00185261	0.00487916	0.00628432	0.00288743	0.00131001	0.00247134	0.000739561	0.0234453	0.00792055	0.00880447	0.00628008	0.00624077	0.0202741	0.0273781	0.00793829	0.00553718	0.00697367	0.0134164	0.00536463	0.0015009	0.0217902	0.00807022	0.0178173	0.00429038	0.00784053	0.05791	0.0262107	0.000717668	0.00361697	0.01224	0.0568791	0.00141376	0.00318935	0.0133699	0.00905591	0.00420072	0.0124163	0.00510036	0.000668283	0.00362049	0.00393785	0.0176599	0.00992245	0.00158913	0.0191588	0.0143405	0.000940253	0.0101416	0.00106497	0.436168	0.563832	5.599196
36	-3795.313	-3939.495	144.1813	0.258771	0.0249926	0.0909315	0.0659474	0.0635224	0.0429173	0.0411944	0.0111059	0.062196	0.140525	0.0678689	0.116829	0.0603755	0.0633693	0.103429	0.104835	0.113879	0.0922565	0.162086	0.116224	0.0642926	0.188364	0.0465915	0.00302608	0.00653361	0.0837937	0.0755521	0.0391741	0.0253942	0.0522785	0.0388678	0.0713087	0.0347264	0.0274319	0.0573896	0.0454891	0.0674325	0.180004	0.0223309	0.0314824	0.0155387	0.0347968	0.0216148	0.0179537	0.0154389	0.0216941	0.00795662	0.162505	0.03391	0.0638932	0.025339	0.0925113	0.217368	0.254668	0.0784797	0.0235086	0.0291988	0.0849304	0.0207381	0.000286367	0.114954	0.0105097	0.106599	0.0143066	0.0580655	0.231782	0.0570096	0.010921	0.0575271	0.114907	0.235146	0.0333851	0.0270479	0.0491698	0.0536119	0.0292946	0.0765816	0.0329744	0.000539327	0.0281902	0.0301112	0.0579309	0.0631907	0.0428347	0.132778	0.0795224	0.00519745	0.0429031	0.000670512	0.812252	1.10648	1.201654	0.7983461	0.337834	0.589044	0.847794	1.17953	1.69767	2.96003	0.7846749	0.6643727	0.4163462	0.0432386	0.00417608	0.015194	0.0110193	0.0106141	0.00717116	0.00688327	0.00185571	0.0103925	0.0234807	0.0113404	0.0195213	0.0100883	0.0105885	0.0172822	0.0175172	0.0190283	0.0154154	0.0270834	0.0194202	0.0107428	0.0314742	0.00778509	0.000505635	0.00109172	0.0140013	0.0126242	0.0065457	0.00424318	0.00873534	0.00649452	0.0119151	0.00580252	0.00458366	0.00958937	0.00760089	0.0112675	0.0300774	0.00373132	0.00526046	0.00259639	0.00581428	0.00361167	0.00299992	0.00257972	0.00362491	0.00132949	0.0271534	0.0056661	0.0106761	0.00423396	0.0154579	0.0363205	0.0425531	0.0131134	0.00392811	0.00487891	0.0141912	0.00346518	4.78498e-05	0.019208	0.0017561	0.0178118	0.00239053	0.0097023	0.038729	0.00952587	0.00182481	0.00961235	0.0192001	0.0392911	0.00557839	0.00451951	0.00821589	0.00895814	0.00489491	0.0127962	0.00550978	9.01175e-05	0.00471038	0.00503135	0.00967982	0.0105587	0.00715735	0.0221862	0.0132876	0.000868455	0.00716879	0.000112038	0.399173	0.600827	5.984712
72	-3795.282	-3939.838	144.5565	0.294503	0.035102	0.0933325	0.0664583	0.0801356	0.0217656	0.032256	0.0496267	0.0503567	0.030446	0.0373715	0.110711	0.0555145	0.0240452	0.0718983	0.0513191	0.119049	0.0771974	0.185285	0.0494153	0.133375	0.0920131	0.0489679	0.00944235	0.00467983	0.0922249	0.078869	0.0306207	0.0250334	0.0420964	0.0556749	0.0530968	0.0655873	0.0437193	0.0465765	0.0450585	0.079985	0.158032	0.0183715	0.00260709	0.0351079	0.0106817	0.0176962	0.0210459	0.0219602	0.0247882	0.00976453	0.236181	0.049991	0.070002	0.0629659	0.0468186	0.160095	0.216792	0.0291942	0.0165843	0.0415772	0.137261	0.0165332	0.000443747	0.0292061	0.0193618	0.133692	0.0517876	0.0360534	0.414355	0.0488296	0.00549321	0.031166	0.104626	0.151992	0.016246	0.0104288	0.0782299	0.038685	0.0303659	0.0443998	0.068027	0.0173578	0.0157097	0.00863885	0.0668692	0.0722831	0.0357916	0.0814613	0.0478274	0.0103296	0.0532065	0.0101939	0.929274	1.04011	1.170413	0.829587	0.304719	0.56014	0.83459	1.19819	1.78527	3.28171	0.8592704	0.7087986	0.5067249	0.0524035	0.006246	0.0166074	0.0118255	0.0142592	0.00387294	0.00573958	0.00883051	0.00896039	0.00541752	0.00664982	0.0196997	0.00987817	0.00427856	0.0127935	0.00913164	0.0211835	0.0137364	0.0329694	0.00879288	0.0237326	0.0163727	0.00871328	0.00168016	0.000832721	0.0164104	0.0140338	0.0054486	0.0044544	0.00749056	0.00990671	0.00944796	0.0116705	0.00777935	0.00828775	0.00801765	0.0142324	0.02812	0.00326899	0.000463901	0.00624704	0.00190068	0.00314884	0.00374488	0.00390756	0.00441077	0.00173749	0.0420257	0.00889532	0.012456	0.0112041	0.00833083	0.028487	0.0385756	0.00519478	0.00295099	0.00739819	0.0244241	0.0029419	7.89597e-05	0.0051969	0.00344521	0.0237889	0.00921502	0.00641529	0.0737298	0.00868866	0.000977454	0.00554563	0.018617	0.0270452	0.00289079	0.00185568	0.0139201	0.00688356	0.00540326	0.00790044	0.0121046	0.00308861	0.00279536	0.00153718	0.0118986	0.012862	0.00636871	0.0144951	0.00851034	0.00183803	0.00946749	0.00181389	0.414794	0.585206	5.619919
108	-3805.619	-3950.584	144.9645	0.264918	0.0962302	0.0939263	0.00926327	0.0793042	0.0134237	0.0484057	0.0268721	0.0423943	0.0379063	0.0496294	0.126024	0.0199543	0.0737215	0.179901	0.112708	0.0941553	0.108412	0.126995	0.0514248	0.11489	0.142998	0.0403829	0.0290842	0.00336156	0.0432233	0.117379	0.0290391	0.0414478	0.025555	0.0446717	0.0337519	0.0516943	0.0374473	0.0656103	0.0229791	0.0559594	0.164507	0.0532066	0.0503105	0.00844633	0.0203508	0.0273371	0.00455986	0.0172377	0.0116858	0.0236181	0.0288457	0.0099513	0.074193	0.0566524	0.0583569	0.00702771	0.0311961	0.0384694	0.0878716	0.0582974	0.11861	0.154902	0.0215648	0.0558348	0.0203696	0.0200586	0.0621954	0.101798	0.168294	0.0540326	0.0488547	0.0248157	0.0887565	0.0156962	0.0366816	0.0604719	0.00685412	0.0240113	0.0807667	0.119489	0.00232063	0.254235	0.0173164	0.00940453	0.0102077	0.043995	0.04376	0.0274226	0.109397	0.0230141	0.0210226	0.0766644	0.97821	1.01236	1.134472	0.8655276	0.295869	0.552146	0.830856	1.20358	1.81112	3.37987	0.8805812	0.762934	0.5480328	0.0498905	0.0181225	0.0176886	0.0017445	0.0149349	0.002528	0.00911598	0.00506067	0.00798388	0.00713868	0.00934643	0.0237334	0.00375788	0.0138836	0.0338798	0.0212256	0.0177318	0.0204166	0.0239163	0.00968456	0.0216366	0.0269301	0.0076051	0.00547726	0.000633063	0.00814	0.0221054	0.00546877	0.00780564	0.00481264	0.00841278	0.00635632	0.0097353	0.00705225	0.012356	0.00432752	0.0105385	0.0309808	0.0100201	0.0094747	0.00159065	0.00383255	0.00514825	0.000858733	0.00324628	0.00220072	0.00444787	0.00543236	0.00187407	0.0139724	0.010669	0.01099	0.00132349	0.00587498	0.00724473	0.0165484	0.0109788	0.0223371	0.0291718	0.00406117	0.0105151	0.0038361	0.00377753	0.0117129	0.0191711	0.0316939	0.0101757	0.00920053	0.00467341	0.016715	0.00295598	0.00690805	0.0113883	0.0012908	0.00452192	0.0152104	0.0225028	0.000437032	0.0478787	0.0032611	0.0017711	0.00192237	0.00828534	0.00824108	0.00516434	0.0206021	0.00433412	0.00395906	0.0144378	0.432764	0.567236	5.309983
144	-3801.564	-3946.347	144.7833	0.264484	0.0570119	0.071367	0.0453891	0.0558206	0.0278857	0.0218093	0.0264879	0.0707452	0.0427974	0.0435414	0.148758	0.0184498	0.0295126	0.106137	0.135345	0.0789892	0.0640878	0.128087	0.0628583	0.0795298	0.0895655	0.0552123	0.0134461	0.00519977	0.0652608	0.0504054	0.020684	0.0529843	0.0433254	0.0715059	0.0453089	0.052705	0.0928555	0.0647531	0.0244772	0.0887359	0.17263	0.0317285	0.00642367	0.00362382	0.0100728	0.0157776	0.00613107	0.00857107	0.0197535	0.0211039	0.00504693	0.0198192	0.070509	0.0537021	0.0341287	0.0142321	0.0412517	0.0469971	0.0368247	0.0276408	0.211088	0.267763	0.026865	0.00147618	0.00728169	0.023528	0.0368861	0.157846	0.0972569	0.0825562	0.0656868	0.0178821	0.138801	0.0375386	0.0271535	0.114689	0.0103728	0.00661852	0.0941125	0.0728226	0.00323564	0.332842	0.0255055	0.00957394	0.0152836	0.0229834	0.0556826	0.039563	0.196678	0.00547154	0.0513603	0.107263	0.787474	1.12054	1.081346	0.9186539	0.247669	0.506278	0.808677	1.23659	1.9752	4.03765	1.009161	0.8495466	0.3985833	0.0487515	0.0105088	0.0131548	0.00836642	0.0102892	0.00514008	0.00402004	0.00488243	0.0130402	0.00788869	0.00802583	0.02742	0.00340078	0.00543995	0.0195639	0.0249476	0.0145598	0.0118131	0.0236099	0.0115865	0.0146595	0.0165093	0.0101771	0.00247846	0.000958456	0.0120293	0.00929105	0.00381261	0.0097664	0.00798601	0.0131804	0.00835163	0.00971492	0.0171157	0.0119357	0.00451179	0.0163564	0.0318203	0.00584841	0.00118405	0.000667967	0.00185669	0.00290824	0.00113012	0.00157987	0.00364109	0.00389	0.000930284	0.00365321	0.0129967	0.00989872	0.00629082	0.00262336	0.00760378	0.00866282	0.00678777	0.00509493	0.0389092	0.0493558	0.00495194	0.000272099	0.00134221	0.00433684	0.00679908	0.0290952	0.017927	0.0152173	0.0121078	0.00329615	0.0255847	0.00691936	0.00500511	0.0211402	0.00191198	0.00121997	0.0173474	0.0134231	0.000596415	0.0613517	0.00470135	0.00176473	0.00281718	0.00423645	0.0102638	0.00729251	0.0362529	0.00100855	0.00946707	0.0197714	0.459327	0.540673	5.425155
180	-3803.591	-3947.793	144.2016	0.219202	0.119211	0.0871399	0.00962377	0.0532586	0.0221331	0.0321359	0.00986776	0.0535825	0.0529715	0.0391744	0.204585	0.0574862	0.0446648	0.110922	0.0185551	0.193969	0.117516	0.131645	0.0451072	0.0861642	0.156706	0.105912	0.00548474	0.0110098	0.0817568	0.111233	0.0658661	0.0790599	0.0492246	0.0543417	0.0573215	0.049684	0.042243	0.0473742	0.0398134	0.126622	0.145904	0.0120329	0.000422721	0.0161069	0.0154059	0.0147123	0.0072065	0.0143356	0.0161738	0.00996499	0.177492	0.0282559	0.40561	0.00173126	0.0278385	0.0238605	0.0165296	0.13804	0.0160794	0.0435307	0.0480346	0.0188651	0.00450983	0.0033586	0.100605	0.0476639	0.0368986	0.0166661	0.0384229	0.00687681	0.0356814	0.0118834	0.0479627	0.158255	0.0254558	0.0885627	0.0598353	0.301012	0.0856131	0.268183	0.0265168	0.099496	0.0466286	0.00973709	0.0290629	0.0393302	0.0435092	0.0728473	0.0504191	0.0196591	0.0181881	0.103944	0.706546	1.16644	1.120733	0.8792667	0.274365	0.532196	0.821371	1.21748	1.87901	3.64478	0.9351418	0.7845458	0.3435485	0.0372319	0.0202482	0.0148009	0.00163461	0.00904607	0.00375934	0.00545835	0.00167606	0.00910108	0.0089973	0.00665385	0.0347492	0.00976414	0.0075864	0.0188403	0.00315163	0.032946	0.0199603	0.0223601	0.00766153	0.0146351	0.0266168	0.0179894	0.000931592	0.00187004	0.0138865	0.0188932	0.0111875	0.0134285	0.00836088	0.00923003	0.00973615	0.00843891	0.00717505	0.0080466	0.00676238	0.0215069	0.024782	0.00204381	7.18e-05	0.00273579	0.00261671	0.00249891	0.00122404	0.00243492	0.00274714	0.00169257	0.0301473	0.00479931	0.0688936	0.000294058	0.00472843	0.00405275	0.00280758	0.0234464	0.00273112	0.00739376	0.00815876	0.00320426	0.000766002	0.000570464	0.0170879	0.0080958	0.0062673	0.00283076	0.00652621	0.00116804	0.00606055	0.00201841	0.00814655	0.0268799	0.00432371	0.0150425	0.0101631	0.0511275	0.0145415	0.0455513	0.00450393	0.0168996	0.00791994	0.00165386	0.00493639	0.00668031	0.00739012	0.0123732	0.00856378	0.00333913	0.00308928	0.0176551	0.439633	0.560367	5.887486
216	-3797.824	-3943.236	145.4117	0.248194	0.032969	0.0708729	0.00534915	0.0541405	0.0839	0.0460249	0.028297	0.0649149	0.0480452	0.0456732	0.0837405	0.035719	0.0635003	0.155346	0.0866728	0.0855809	0.0847549	0.156814	0.0293326	0.125984	0.135652	0.044891	0.00276727	0.00489362	0.0726797	0.0491551	0.0259794	0.0438451	0.0309517	0.0598256	0.031374	0.0435764	0.0397027	0.0278817	0.0332716	0.0697842	0.160827	0.0303418	0.000379897	0.0312824	0.00746449	0.0315274	0.0079195	0.0158727	0.0216891	0.0432466	0.0257576	0.0164722	0.241306	0.0222383	0.0190088	0.0407351	0.0176901	0.133911	0.00502722	0.0433999	0.0144496	0.0298243	0.0135903	0.00863416	0.0593984	0.047009	0.0569466	0.0164527	0.0204511	0.00204765	0.0139126	0.0225611	0.0176066	0.113673	0.053308	0.0726161	0.122218	0.216474	0.0796813	0.24537	0.00608228	0.0584607	0.0852724	0.0535036	0.00886471	0.040579	0.0792494	0.0818007	0.0837256	0.0240267	0.00572998	0.171929	0.755244	1.13882	1.090651	0.9093494	0.303435	0.558988	0.834054	1.19896	1.78895	3.2956	0.8623229	0.8337678	0.3761333	0.0477883	0.00634799	0.0136462	0.00102995	0.0104244	0.0161545	0.00886185	0.00544842	0.012499	0.00925085	0.00879413	0.0161238	0.0068775	0.0122266	0.0299111	0.0166884	0.0164781	0.0163191	0.0301938	0.00564783	0.0242575	0.026119	0.00864351	0.000532822	0.000942239	0.0139941	0.00946454	0.0050022	0.00844214	0.00595957	0.0115191	0.0060409	0.0083904	0.00764454	0.00536846	0.00640627	0.0134366	0.0309663	0.00584215	7.31472e-05	0.00602326	0.00143725	0.00607043	0.00152486	0.0030562	0.00417612	0.0083269	0.00495948	0.00317164	0.0464622	0.00428185	0.00366003	0.00784332	0.00340614	0.0257839	0.000967963	0.0083564	0.00278219	0.00574251	0.00261674	0.00166246	0.0114368	0.00905133	0.0109648	0.00316787	0.00393775	0.000394263	0.00267879	0.00434402	0.00339005	0.021887	0.0102642	0.0139818	0.0235324	0.041681	0.0153422	0.0472446	0.00117111	0.0112563	0.0164187	0.0103018	0.00170685	0.00781327	0.015259	0.0157503	0.0161209	0.00462621	0.00110328	0.0331041	0.454675	0.545325	5.193604
252	-3803.714	-3946.768	143.0535	0.287737	0.0459648	0.118045	0.00961669	0.0745421	0.0458771	0.000632509	0.0416841	0.0505722	0.0101971	0.100383	0.0993135	0.0424131	0.0634418	0.116722	0.11026	0.127915	0.0741587	0.248646	0.0265936	0.147499	0.173675	0.0663047	0.0120832	0.00982455	0.0867939	0.073403	0.0485361	0.0283015	0.00903354	0.0455312	0.0256843	0.0483212	0.0695425	0.0751703	0.0339742	0.0943363	0.231461	0.0345175	0.00225433	0.0142144	0.0342362	0.019711	0.0378866	0.0122198	0.028681	0.0690548	0.130792	0.0252806	0.262212	0.0338816	0.0866183	0.0174731	0.0342614	0.1431	0.0262512	0.0844744	0.100215	0.018009	0.0131511	0.0198945	0.0761489	0.0627049	0.0454118	0.0375456	0.0492036	0.00548496	0.0241581	0.0398718	0.0624043	0.109517	0.093844	0.0839212	0.184878	0.237934	0.0872415	0.356297	0.0480467	0.0270269	0.0448656	0.0597695	0.014256	0.0623877	0.0453609	0.0948678	0.0304044	0.0317618	0.0117215	0.24635	0.89381	1.06023	1.150545	0.8494553	0.346994	0.596779	0.851252	1.17474	1.67566	2.88189	0.7653308	0.738307	0.4781398	0.0442947	0.0070759	0.018172	0.00148041	0.0114751	0.0070624	9.73695e-05	0.00641693	0.00778517	0.00156977	0.0154532	0.0152885	0.00652915	0.00976633	0.0179684	0.0169737	0.0196914	0.0114161	0.038277	0.00409386	0.0227062	0.0267358	0.0102071	0.00186011	0.00151241	0.0133612	0.0112998	0.00747173	0.00435678	0.00139064	0.00700915	0.00395389	0.00743865	0.0107055	0.0115718	0.00523005	0.0145223	0.0356314	0.00531369	0.000347036	0.00218819	0.00527039	0.00303435	0.00583233	0.00188114	0.0044152	0.0106304	0.0201343	0.00389174	0.0403654	0.00521579	0.0133342	0.00268984	0.00527425	0.0220291	0.00404115	0.0130041	0.0154273	0.00277234	0.00202451	0.0030626	0.0117225	0.0096529	0.00699077	0.00577984	0.00757449	0.000844365	0.00371894	0.00613793	0.00960662	0.0168592	0.0144465	0.012919	0.0284604	0.0366279	0.0134301	0.054849	0.00739639	0.00416057	0.00690668	0.00920102	0.0021946	0.00960407	0.00698294	0.0146041	0.0046805	0.00488947	0.00180443	0.0379235	0.424728	0.575272	6.495964
288	-3799.94	-3945.01	145.07	0.378953	0.122765	0.0663138	0.00513977	0.0741005	0.0135668	0.000290102	0.000755965	0.0372137	0.0599801	0.0262542	0.106937	0.017772	0.00831065	0.0883463	0.0445613	0.101987	0.0899354	0.152251	0.03017	0.0773807	0.107427	0.0479616	0.00189871	0.00166472	0.0614271	0.101516	0.0359141	0.0335935	0.026074	0.043954	0.0557269	0.0656839	0.0416413	0.0414058	0.0301229	0.0756301	0.215642	0.022554	0.0350256	0.00316852	0.0131973	0.0134208	0.0226084	0.018375	0.0163889	0.0926268	0.0387727	0.00204252	0.285555	0.0305628	0.0614796	0.012005	0.0200201	0.139981	0.0200028	0.0274117	0.0141843	0.0199228	0.011118	0.049351	0.0477656	0.0911064	0.012707	0.065842	0.0456497	0.000912756	0.0192302	0.0169341	0.056686	0.0867541	0.00303864	0.0836337	0.10296	0.250739	0.0748394	0.2023	0.0128286	0.0191777	0.0274411	0.0535774	0.034865	0.124313	0.0239668	0.138065	0.0366671	0.00384134	0.0181601	0.246308	0.956415	1.02472	1.253535	0.7464648	0.273863	0.53172	0.821142	1.21782	1.88069	3.65146	0.9364669	0.5954878	0.5293583	0.0706956	0.0229024	0.0123712	0.00095885	0.0138238	0.00253096	5.412e-05	0.000141029	0.00694239	0.0111896	0.00489785	0.0199495	0.00331545	0.00155039	0.0164814	0.00831313	0.0190261	0.0167779	0.0284031	0.00562837	0.0144357	0.0200411	0.00894747	0.000354214	0.000310561	0.0114595	0.0189384	0.00669995	0.00626703	0.00486422	0.00819983	0.0103961	0.0122536	0.00776839	0.00772446	0.00561958	0.0141092	0.0402291	0.00420756	0.0065342	0.000591103	0.00246203	0.00250371	0.00421771	0.00342795	0.00305743	0.01728	0.00723323	0.000381041	0.0532718	0.00570164	0.0114693	0.00223959	0.00373485	0.0261141	0.00373162	0.00511378	0.00264614	0.00371669	0.00207411	0.00920666	0.00891091	0.0169963	0.00237056	0.0122832	0.00851617	0.000170279	0.00358748	0.00315913	0.0105751	0.0161844	0.000566873	0.0156023	0.0192078	0.0467767	0.0139616	0.03774	0.00239324	0.00357769	0.00511927	0.00999512	0.00650424	0.0231912	0.00447112	0.0257568	0.00684042	0.000716621	0.00338785	0.04595	0.373232	0.626768	5.360354
324	-3801.524	-3945.223	143.6991	0.221841	0.155936	0.0105821	0.0149224	0.0837495	0.0221115	0.0340525	0.0283976	0.0706869	0.0727208	0.031857	0.197215	0.0405255	0.0599502	0.0745493	0.129481	0.141652	0.167486	0.14739	0.0459407	0.100333	0.132091	0.048476	0.0170135	0.0039037	0.0513796	0.101699	0.0105667	0.0730558	0.0380737	0.0866468	0.0474371	0.0670445	0.0563589	0.0630932	0.0415979	0.0378261	0.325696	0.0345277	0.127796	0.0105972	0.00583452	0.00565966	0.0158434	0.0149796	0.011051	0.016703	0.0195658	0.0295131	0.25023	0.00290138	0.0647524	0.0121379	0.0118784	0.137196	0.0214791	0.0903817	0.0675654	0.0338216	0.00114669	0.114207	0.105511	0.0446634	0.00272166	0.0518827	0.12116	0.00790392	0.044409	0.0158077	0.0564024	0.175505	0.0419557	0.0799929	0.100385	0.242795	0.0404002	0.359596	0.00313038	0.0563362	0.0139125	0.0214122	0.0447805	0.0393429	0.0358349	0.0658359	0.0728176	0.000509444	0.0138392	0.158817	0.843787	1.0886	1.19407	0.8059304	0.300951	0.556751	0.833012	1.20046	1.79613	3.3228	0.8682657	0.6749442	0.4396165	0.0359504	0.0252701	0.00171488	0.00241824	0.013572	0.00358326	0.00551836	0.00460196	0.0114551	0.0117847	0.00516256	0.0319595	0.00656734	0.0097152	0.012081	0.020983	0.0229554	0.0271418	0.0238852	0.00744489	0.0162593	0.021406	0.00785574	0.00275712	0.000632612	0.00832628	0.0164807	0.00171238	0.011839	0.00617	0.0140415	0.00768739	0.0108648	0.0091332	0.0102245	0.00674112	0.00612988	0.0527804	0.00559537	0.02071	0.00171732	0.000945509	0.000917173	0.0025675	0.00242752	0.00179087	0.00270679	0.00317072	0.00478273	0.0405509	0.000470182	0.0104934	0.00196701	0.00192494	0.0222332	0.00348079	0.0146467	0.0109493	0.00548094	0.000185827	0.0185077	0.0170985	0.0072379	0.000441058	0.00840782	0.0196346	0.00128086	0.00719668	0.0025617	0.00914026	0.0284414	0.00679911	0.0129632	0.0162679	0.039346	0.00654703	0.058274	0.000507291	0.00912953	0.00225458	0.00346993	0.00725687	0.0063757	0.0058072	0.010669	0.0118004	8.25575e-05	0.00224271	0.025737	0.402965	0.597035	6.170769
